depth,density,caliper,mag_suscep,scaler_tmi,total_gamma,lithology
225.0,2.1713056775389443,107.66033598048818,1.122680804625269,22785.499654610805,936.5041290319734,polymict_lithic_breccia
225.5,2.175435449073465,107.62846846601776,1.1256032872311985,21086.64904195376,877.7423779727935,polymict_lithic_breccia
226.0,2.1795495991916236,107.59648294227043,1.128514161376576,19453.11243403522,820.9864398934767,polymict_lithic_breccia
226.5,2.1836481278934197,107.56437940924627,1.131413427061401,17884.88983085519,766.2363147940241,polymict_lithic_breccia
227.0,2.1877310351788535,107.53215786694514,1.1343010842856731,16381.981232413667,713.4920026744362,polymict_lithic_breccia
227.5,2.191798321047926,107.49981831536712,1.1371771330493932,14944.386638710655,662.753503534713,polymict_lithic_breccia
228.0,2.195849985500636,107.46736075451219,1.1400415733525606,13572.106049746151,614.0208173748536,polymict_lithic_breccia
228.5,2.199886028536985,107.43478518438032,1.142894405195176,12265.139465520155,567.293944194859,polymict_lithic_breccia
229.0,2.2039064501569716,107.40209160497156,1.1457356285772387,11023.486886032666,522.5728839947283,polymict_lithic_breccia
229.5,2.207911250360596,107.36928001628586,1.1485652434987494,9847.148311283689,479.85763677446266,polymict_lithic_breccia
230.0,2.2119004291478586,107.3363504183233,1.1513832499597072,8736.123741273215,439.1482025340605,polymict_lithic_breccia
230.5,2.2158739865187598,107.30330281108378,1.1541896479601128,7690.413176001253,400.4445812735231,polymict_lithic_breccia
231.0,2.219831922473298,107.27013719456737,1.156984437499966,6710.016615467799,363.74677299284974,polymict_lithic_breccia
231.5,2.2237742370114746,107.23685356877405,1.1597676185792671,5794.934059672852,329.05477769204083,polymict_lithic_breccia
232.0,2.2277009301332895,107.20345193370378,1.1625391911980154,4945.165508616414,296.36859537109643,polymict_lithic_breccia
232.5,2.2316120018387413,107.16993228935667,1.3353157796451915,4160.7109622984835,265.6882260300162,polymict_lithic_breccia
233.0,2.2355074521278335,107.13629463573258,1.1680475110538553,3441.570420719062,237.01366966880028,polymict_lithic_breccia
233.5,2.2393872810005617,107.10253897283161,1.1707842582909462,2787.7438838781495,210.3449262874489,polymict_lithic_breccia
234.0,2.06924140847895,107.0686653006537,1.3214804855275446,2199.2313517757443,185.6819958859616,polymict_lithic_breccia
234.5,2.107130999584609,107.03467361919894,1.176222927383472,1676.0328244118477,163.02487846433874,polymict_lithic_breccia
235.0,2.2509330391205773,107.0005639284672,1.3118804855275448,1218.1483017864596,142.37357402258024,polymict_lithic_breccia
235.5,2.155869911152956,106.9663362284586,1.1816151626337874,825.5777838995795,123.7280825606861,polymict_lithic_breccia
236.0,2.258552104118777,106.93199051917307,1.1842938675681167,498.3212707512079,107.08840407865625,polymict_lithic_breccia
236.5,2.1829932123096736,106.8975268006106,1.1869609640418934,236.37876234134453,92.45453857649075,polymict_lithic_breccia
237.0,2.253227801325351,106.86294507277124,1.3580653594771253,39.77591036414742,79.82648605418953,polymict_lithic_breccia
237.5,2.318028504497045,106.82824533565497,1.1922603316077902,-91.56424026285727,69.20424651175267,polymict_lithic_breccia
238.0,2.3558627419268747,106.7934275892618,1.1948926026999098,-157.6190476190459,60.587819949180144,polymict_lithic_breccia
238.5,2.409915606374904,104.097525780052,1.3517729225023345,-158.25122391302585,53.977206366471954,polymict_lithic_breccia
239.0,2.2810343851206905,106.7234380686447,1.3126872082166203,-93.62370863034769,49.2410454018821,polymict_lithic_breccia
239.5,2.4505590428531088,106.68826629442077,1.2714233426704027,-21.85508705239414,46.77341814064857,polymict_lithic_breccia
240.0,2.2884035074571,106.65297651091994,1.2053056024628648,-1.0644257703061155,46.8610133946805,polymict_lithic_breccia
240.5,2.2920646365007613,103.95616995876183,1.2360485527544354,-31.413220340359516,47.59288183428252,polymict_lithic_breccia
241.0,2.3563055713335146,106.58204291608753,1.2104424515810275,-106.7966651558375,50.146775191084686,polymict_lithic_breccia
241.5,2.3078157513064044,104.32805909933732,1.1970838468720828,-191.65266106442505,53.91502079634586,polymict_lithic_breccia
242.0,2.3029542951335737,106.51063728414749,1.215532866856981,-279.9061101209655,56.82019198048289,polymict_lithic_breccia
